7:29,224,1023,331,899,70405,302,2734,21911,2108£¬
23872:39490,508,79151,116629,115865,13896,97475,46682,67278,37674,
23895:17,302,654,76,616,58,8,866,84,29,
23907:17,302,654,76,616,58,8,866,84,29,
23919:17,302,654,76,616,58,8,866,84,29,
23923:17,1550,10,155,6157,1804,902,1927,86,8,
23934:810,14328,92850,3661,29396,23751,18566,1009,91456,4456,
23943:17,16307,49323,71022,102438,1276,4522,48847,616,103886,
23959:1089,1119,14314,17,24944,58,17,302,654,76,
23960:12361,17,302,654,76,616,58,8,866,84,
23961:103535,45982,66259,73229,81360,90103,17,302,654,76,
23962:10898,33999,19320,9572,5954,5746,2275,107027,899,89405,
23963:102410,16869,285,29,354,542,873,17,302,654,
23979:17,302,654,76,616,58,8,866,84,29,
23997:2318,76,17,302,654,76,616,58,8,866,
24018:84,654,29,1102,70,944,94,93469,80447,736,
24019:18850,2646,83814,50724,3159,3214,76,15441,15201,84428,
24056:17,302,654,76,616,58,8,866,84,29,
24060:2140,35349,91443,14765,73296,101334,105688,1057,1119,1606,
24061:5303,35,42682,4032,21472,35628,4645,38084,6009,88476,
24075:17,302,654,76,616,58,8,866,84,29,
24083:43092,17,302,654,76,616,58,8,866,84,
24100:105563,110578,11223,2935,29420,34220,62,17,302,654,
24129:15720,17191,7491,17,302,654,76,616,58,8,
24144:53052,378,660,2068,40667,6572,106405,226,2337,2579,
24146:604,51173,17,5661,110849,3307,22026,65785,7725,82903,
24155:5355,27948,107562,89586,53618,23030,17414,65176,64849,59968,
24157:17,302,654,76,616,58,8,866,84,29,
24158:99188,986,85297,8167,77570,70,59005,582,57974,51505,
24162:17,302,654,76,616,58,8,866,84,29,
24175:18261,11453,40405,62229,13669,57879,43329,98466,21438,83010,
24179:17,302,654,76,616,58,8,866,84,29,
24184:21614,34244,41782,61796,75868,8,17,302,654,76,
24185:13832,116,1494,23989,61478,17,302,654,76,616,
24199:119,124,12776,1709,24823,27255,28858,7333,8587,89502,
24206:17,302,654,76,616,58,8,866,84,29,
24210:15289,226,508,13881,30617,28577,710,86255,364,2614,
24219:17,302,654,76,616,58,8,866,84,29,
24236:17,302,654,76,616,58,8,866,84,29,
24248:2265,11352,40,2848,20808,1749,16217,34936,4453,45269,
24262:44376,7851,43927,49934,33385,5738,3023,60620,2548,1752,
24265:13,3086,1065,1875,9055,441,6315,13814,29311,12174,
24269:17,302,654,76,616,58,8,866,84,29,
24273:17,302,654,76,616,58,8,866,84,29,
24286:44207,4427,4456,449,4497,4502,4522,45287,4541,4580,
24309:71064,10267,2318,4672,60765,68014,7994,107840,11433,12272,
24317:49799,225,88644,802,76606,710,48759,48389,4547,371,
24331:33483,17,302,654,76,616,58,8,866,84,
24339:17,302,654,76,616,58,8,866,84,29,
24349:28206,102144,79692,112601,1455,18836,3213,873,654,58,
24397:17,302,654,76,616,58,8,866,84,29,
24409:17,302,654,76,616,58,8,866,84,29,
24413:224,285,17,302,654,76,616,58,8,866,
24418:62680,43024,16258,88968,104247,63481,1355,71593,28894,28790,
24421:33658,70365,80290,17,302,654,76,616,58,8,
24440:93844,29180,18471,85485,1770,63229,94733,30691,1448,1405,
24468:5398,11612,17,7320,1752,22093,2548,64734,59151,35784,
24473:225,36541,65648,15207,76,116263,26360,49767,59746,59447,
24489:17,302,654,76,616,58,8,866,84,29,
24536:17,302,654,76,616,58,8,866,84,29,
24558:1991,106792,30438,2259,4012,73446,6772,5254,45010,3937,
24580:17,302,654,76,616,58,8,866,84,29,
24581:17,302,654,76,616,58,8,866,84,29,
24591:17,302,654,76,616,58,8,866,84,29,
24617:17,302,654,76,616,58,8,866,84,29,
24618:17,302,654,76,616,58,8,866,84,29,
24623:26176,48613,17,302,654,76,616,58,8,866,
24631:100661,3,75807,86109,20846,38818,17,302,654,76,
24639:35486,115745,17,302,654,76,616,58,8,866,
24642:17,302,654,76,616,58,8,866,84,29,
24643:3632,45,17,302,654,76,616,58,8,866,
24647:17,302,654,76,616,58,8,866,84,29,
24649:28457,67001,2061,45659,2733,5998,18388,11753,47647,7999,
24664:17,302,654,76,616,58,8,866,84,29,
24668:146,94925,39749,447,61,17,3233,431,1119,301,
24669:2880,3725,3645,226,105321,42440,113842,112001,110741,13229,
24673:28395,3718,375,39839,410,22689,6395,6545,15029,67427,
24695:17,302,654,76,616,58,8,866,84,29,
24702:688,752,14099,10404,9354,5783,9973,59320,378,2153,
24715:1119,60068,89552,70528,4299,245,62944,22390,226,70348,
24725:17,302,654,76,616,58,8,866,84,29,
24727:98768,68637,6261,19544,17726,59089,39105,50369,97513,51176,
24731:105252,322,52556,66338,99388,102801,111535,568,17,302,
24748:89560,6304,20638,9262,9842,98179,8907,840,78726,7556,
24750:17,302,654,76,616,58,8,866,84,29,
24775:34356,17651,8647,7526,14071,21124,23019,23688,47065,11810,
24777:4933,495,4956,496,4967,4984,5000,50191,5025,50410,
24786:1644,35482,58701,57003,83277,71598,1131,47906,3792,59778,
24793:17,302,654,76,616,58,8,866,84,29,
24804:8,7841,409,1196,18044,19017,2060,3231,3244,34264,
24805:6552,6157,61485,6,5955,58829,57098,568,563,5604,
24808:17,302,654,76,616,58,8,866,84,29,
24825:17,302,654,76,616,58,8,866,84,29,
24827:17,302,654,76,616,58,8,866,84,29,
24839:17,302,654,76,616,58,8,866,84,29,
24846:78687,57083,2148,41013,4986,27218,8,302,49643,1468,
24849:2162,875,84,182,654,70,12726,18497,947,17,
24884:8066,2028,87951,535,13229,105138,8566,8973,24303,2717,
24907:8,17,94510,58,2765,103,97479,96775,9453,8728,
24908:83078,110724,1404,52365,76,67826,55206,51610,41910,37568,
24909:121885,2316,25348,354,45076,698,92131,15410,2326,35653,
24917:105055,18321,53444,75644,17,302,654,76,616,58,
24920:302,109236,16517,1985,2955,32969,6210,69005,71485,763,
24943:25366,36323,18939,64200,189,5700,86697,119783,123261,34392,
24945:17,302,654,76,616,58,8,866,84,29,
24947:12840,1196,40,2626,64374,72634,76,85224,100556,1305,
24949:17,302,654,76,616,58,8,866,84,29,
24962:17,302,654,76,616,58,8,866,84,29,
24965:17,302,654,76,616,58,8,866,84,29,
24981:866,58,84,361,1462,29,17146,650,736,59285,
24984:17,302,654,76,616,58,8,866,84,29,
24999:17,302,654,76,616,58,8,866,84,29,
25000:302,354,81,17,302,654,76,616,58,8,
25004:43024,56533,2051,68683,72467,78657,79323,129,88275,107299,
25011:112031,38345,61684,74145,76550,17,302,654,76,616,
25021:17,302,654,76,616,58,8,866,84,29,
25036:17,302,654,76,616,58,8,866,84,29,
25044:908,947,70,84,73495,2220,55414,31723,1127,94,
25059:17,302,654,76,616,58,8,866,84,29,
25069:101090,108351,18608,23559,43210,62378,64292,68627,71546,78864,
25070:17,302,654,76,616,58,8,866,84,29,
25076:17,302,654,76,616,58,8,866,84,29,
25084:17,302,654,76,616,58,8,866,84,29,
25085:17,1102,302,70,84,94,2272,616,654,17,
25115:146,224,285,363,17,302,654,76,616,58,
25118:28206,79692,3213,18836,1455,102144,112601,96,6131,58,
25127:12760,7514,53337,18492,6575,27015,59833,46031,16508,15134,
25137:17,302,654,76,616,58,8,866,84,29,
25147:17,302,654,76,616,58,8,866,84,29,
25153:1190,146,224,285,8,17,302,654,76,616,
25171:75322,69182,68024,67083,6669,45720,43705,32025,13302,114931,
25172:17,302,654,76,616,58,8,866,84,29,
25181:102709,8325,17,302,654,76,616,58,8,866,
25183:748,101033,5407,7894,8,422,84,578,518,17,
25189:69308,55058,1208,76,69775,50303,89287,117,101,1009,
25212:17,302,654,76,616,58,8,866,84,29,
25228:1550,1555,354,7932,1476,2626,302,654,17,302,
25236:35494,378,51350,55375,1760,1991,245,45476,5145,96797,
25251:1803,56965,11019,48894,21204,39616,11470,2869,29161,10493,
25253:2265,17,302,654,76,616,58,8,866,84,
25255:5658,8200,2939,3,301,3855,38785,39800,41441,42443,
25260:564,1164,17403,2008,225,8199,79217,76,69670,688,
25263:42585,16452,42821,44093,52141,19701,67372,26249,12420,62496,
25280:17,302,654,76,616,58,8,866,84,29,
25283:13055,1477,1002,16465,17,302,654,76,616,58,
25291:17,654,1030,111974,50509,57302,17,302,654,76,
25296:361,1099,1102,1164,873,899,11,12441,25164,296,
25298:229,2519,16547,33272,40,120263,63860,112186,1053,102611,
25301:17,302,654,76,616,58,8,866,84,29,
25384:17,302,654,76,616,58,8,866,84,29,
25388:6293,101496,55467,57884,31623,106474,17397,72972,95212,16174,
25410:116713,14315,41177,2121,1871,1930,17,84,302,1102,
25412:17,302,654,76,616,58,8,866,84,29,
25430:17,302,654,76,616,58,8,866,84,29,
25441:17,302,654,76,616,58,8,866,84,29,
25448:15991,40,74315,30823,61072,14498,45888,5097,56452,1730,
25449:17,302,654,76,616,58,8,866,84,29,
25469:14227,17,17,302,654,76,616,58,8,866,
25471:4021,2307,12273,31388,28033,1842,13039,40850,49966,14181,
25513:37773,39668,29532,99712,69113,47327,44004,30977,10519,17865,
25518:1173,119,1606,2140,34694,3717,4364,564,736,17,
25519:1351,14993,21285,2414,31315,32623,347,40983,5277,62489,
25529:17,302,654,76,616,58,8,866,84,29,
25535:17,302,654,76,616,58,8,866,84,29,
25583:17,302,654,76,616,58,8,866,84,29,
25608:17,302,654,76,616,58,8,866,84,29,
25612:19999,79010,87,16397,8567,10267,12329,61041,17619,21342,
25614:9354,12548,17145,98472,94999,94170,92005,84046,73131,67232,
25615:29244,67277,22812,59923,20241,72921,21416,28027,27252,74935,
25619:1190,8,17,302,654,76,616,58,8,866,
25666:17,302,654,76,616,58,8,866,84,29,
25677:17,302,654,76,616,58,8,866,84,29,
25679:17,302,654,76,616,58,8,866,84,29,
25693:2068,2361,5398,375,16209,56880,113109,115284,121401,73051,
25694:17,302,654,76,616,58,8,866,84,29,
25702:17,302,654,76,616,58,8,866,84,29,
25704:47836,24468,15773,311,33845,84168,21380,2966,4372,22,
25716:25470,1077,23827,13448,4647,4549,45419,1402,79696,330,
25719:17,302,654,76,616,58,8,866,84,29,
25749:19221,44030,83021,703,2121,29867,33250,710,1099,5526,
25750:840,1352,27070,92151,3196,36041,41657,5554,6754,7340,
25751:70284,17,302,654,76,616,58,8,866,84,
25755:17,302,654,76,616,58,8,866,84,29,
25759:17,117,71175,81308,7487,6303,559,51716,42352,409,
25771:236,616,1693,1109,5604,15863,116,23071,84,302,
25778:17,302,654,76,616,58,8,866,84,29,
25779:17,302,654,76,616,58,8,866,84,29,
25800:49453,79793,4453,6505,13288,500,698,653,55262,3501,
25822:17,302,654,76,616,58,8,866,84,29,
25831:17,302,654,76,616,58,8,866,84,29,
25836:22477,106848,91851,97114,74060,70759,5405,53698,36907,23287,
25842:12427,873,97610,2149,790,25196,16739,27340,2725,809,
25852:17,302,654,76,616,58,8,866,84,29,
25853:17,302,654,76,616,58,8,866,84,29,
25854:17,302,654,76,616,58,8,866,84,29,
25861:17,302,654,76,616,58,8,866,84,29,
25865:17,302,654,76,616,58,8,866,84,29,
25872:17,302,654,76,616,58,8,866,84,29,
25887:26898,26976,30587,47265,17,302,654,76,616,58,
25919:17,302,654,76,616,58,8,866,84,29,
25922:2715,9469,3241,39878,1784,15992,8973,8566,81695,100165,
25924:55046,5303,5069,483,48015,4502,44589,4351,4187,401,
25933:9354,26745,17,302,654,76,616,58,8,866,
25940:568,58,97916,4652,53667,682,99626,17,302,654,
25947:17,302,654,76,616,58,8,866,84,29,
25951:2021,48953,15984,89506,42467,9594,81,66490,521,358,
25976:17,302,654,76,616,58,8,866,84,29,
25977:44899,55703,17,302,654,76,616,58,8,866,
25989:669,2848,88155,16965,65063,98174,17,302,654,76,
25991:17,302,654,76,616,58,8,866,84,29,
25994:17,302,654,76,616,58,8,866,84,29,
26001:41153,53154,58480,59189,61673,63166,67156,68279,69698,69737,
26021:114772,17,72524,899,2162,875,17,302,654,76,
26036:17,302,654,76,616,58,8,866,84,29,
26084:18105,101834,10813,31646,40771,119949,14,7506,2162,22728,
26100:203,4671,98934,114810,45298,120749,66190,21741,18045,3034,
26102:17,3923,70926,91031,17,302,654,76,616,58,
26108:2730,44041,17,302,654,76,616,58,8,866,
26115:17,302,654,76,616,58,8,866,84,29,
26125:98279,76,2155,10613,45186,2917,1147,7838,1069,564,
26146:17,302,654,76,616,58,8,866,84,29,
26147:17,302,654,76,616,58,8,866,84,29,
26162:55193,5514,5495,546,543,542,5292,52697,5260,521,
26167:8866,67633,70862,7566,92045,98743,107543,114415,120595,22187,
26173:3292,33916,3472,3474,364,3939,39492,39539,40,41391,
26174:20591,2848,650,86497,17,302,654,76,616,58,
26178:285,1305,76,923,302,761,1276,12961,66,1937,
26181:17,302,654,76,616,58,8,866,84,29,
26197:1164,327,39980,11740,15305,226,2566,26813,30982,3962,
26234:2769,48211,378,109678,97030,932,899,29891,1089,301,
26238:815,14686,17508,294,21487,24251,1157,32142,301,3599,
26248:19157,866,138,1164,10075,236,3448,118321,37212,43849,
26249:17,302,654,76,616,58,8,866,84,29,
26250:17,302,654,76,616,58,8,866,84,29,
26262:100294,26633,35599,40607,41729,48270,71833,17,302,654,
26263:17,302,654,76,616,58,8,866,84,29,
26288:106514,15833,18,18831,25483,46626,91001,17,302,654,
26290:17,302,654,76,616,58,8,866,84,29,
26307:41965,239,33125,35642,67190,74590,82449,8454,9354,17,
26312:17,302,654,76,616,58,8,866,84,29,
26325:76829,12115,22108,17,302,654,76,616,58,8,
26330:7258,87513,17,302,654,76,616,58,8,866,
26332:17,302,654,76,616,58,8,866,84,29,
26349:17,302,654,76,616,58,8,866,84,29,
26383:17,302,654,76,616,58,8,866,84,29,
26403:17,302,654,76,616,58,8,866,84,29,
26410:42375,5739,2139,1501,10446,866,361,97608,6071,74023,
26430:4,2064,10048,23051,18452,43086,25544,8102,10305,14524,
26431:17,302,654,76,616,58,8,866,84,29,
26432:17,302,654,76,616,58,8,866,84,29,
26440:17,302,654,76,616,58,8,866,84,29,
26441:17,302,654,76,616,58,8,866,84,29,
26442:17,302,654,76,616,58,8,866,84,29,
26453:35793,39668,29532,99712,69113,47327,44004,30977,10519,17865,
26458:17,302,654,76,616,58,8,866,84,29,
26471:66276,5480,719,9417,13544,13959,7624,15498,661,4726,
26510:17,302,654,76,616,58,8,866,84,29,
26514:115496,224,23253,79964,31122,32,3235,358,49213,910,
26516:16387,61991,56511,12022,58982,24246,5381,641,63933,12586,
26522:17,302,654,76,616,58,8,866,84,29,
26545:17,302,654,76,616,58,8,866,84,29,
26564:81,112323,12923,41813,1730,23317,40537,84403,17,302,
26566:17,302,654,76,616,58,8,866,84,29,
26569:302,3527,395,6968,17,302,654,76,616,58,
26577:35991,3514,39566,6379,108122,115478,117293,118833,12186,16526,
26586:17,302,654,76,616,58,8,866,84,29,
26602:17,302,654,76,616,58,8,866,84,29,
26610:17,302,654,76,616,58,8,866,84,29,
26612:12706,17,301,268,2668,262,302,34632,3789,1749,
26615:17,302,654,76,616,58,8,866,84,29,
26616:17,302,654,76,616,58,8,866,84,29,
26628:17,302,654,76,616,58,8,866,84,29,
26632:70232,17,302,654,76,616,58,8,866,84,
26636:17,302,654,76,616,58,8,866,84,29,
26638:17,302,654,76,616,58,8,866,84,29,
26639:1003,3131,17,302,654,76,616,58,8,866,
26641:48904,110050,32573,20531,1646,24921,17,1550,41186,50179,
26689:17,33352,35211,38158,17,302,654,76,616,58,
26691:114679,67850,17,302,654,76,616,58,8,866,
26707:17,302,654,76,616,58,8,866,84,29,
26728:113943,1357,31654,32815,81,84787,8709,17,302,654,
26732:226,372,59211,111248,899,17,302,654,76,616,
26734:17,302,654,76,616,58,8,866,84,29,
26736:302,41466,736,947,58,17,302,654,76,616,
26746:167,2992,17,302,654,76,616,58,8,866,
26750:23622,4,58620,6303,10453,8102,1069,15928,3054,8574,
26768:17,302,654,76,616,58,8,866,84,29,
26772:119489,21938,17,302,654,76,616,58,8,866,
26779:27070,36967,17,302,654,76,616,58,8,866,
26783:61957,8,17,302,654,76,616,58,8,866,
26816:41088,78375,21008,16124,2399,13392,22817,1326,13366,35229,
26831:2140,17,302,654,76,616,58,8,866,84,
26834:59948,93665,13398,2717,219,49393,2100,74592,16050,123279,
26842:20301,23792,656,69361,76780,32632,76392,17,302,654,
26844:15562,1696,2548,38470,3191,52904,5538,9537,17,302,
26845:17,302,654,76,616,58,8,866,84,29,
26856:17,302,654,76,616,58,8,866,84,29,
26867:17,302,654,76,616,58,8,866,84,29,
26882:17,302,654,76,616,58,8,866,84,29,
26909:373,111775,86027,48836,7233,9844,93226,96341,17,302,
26919:17,302,654,76,616,58,8,866,84,29,
26946:5375,83432,85417,17,302,654,76,616,58,8,
26949:17,302,654,76,616,58,8,866,84,29,
26956:17,302,654,76,616,58,8,866,84,29,
26960:17,302,654,76,616,58,8,866,84,29,
26968:17,302,654,76,616,58,8,866,84,29,
26969:8836,10220,87621,32005,21562,46994,2462,5122,11448,50069,
26971:13660,67873,7838,4103,81872,72385,72,39735,63232,87285,
26972:17,302,654,76,616,58,8,866,84,29,
26995:70728,102415,103901,3348,46080,70366,7153,76334,76782,17,
27006:15110,1645,1720,1790,2068,22114,34453,54351,5617,62002,
27052:17,302,654,76,616,58,8,866,84,29,
27055:138,289,37623,8213,28156,1519,12883,1196,4032,32705,
27089:1119,358,44826,46239,17,302,654,76,616,58,
27090:80161,19390,19336,47889,32143,106558,67508,39001,13392,14685,
27112:17,302,654,76,616,58,8,866,84,29,
27116:17,302,654,76,616,58,8,866,84,29,
27124:71404,69102,36569,4148,84,106844,1102,7360,1762,42788,
27126:17,302,654,76,616,58,8,866,84,29,
27136:17,302,654,76,616,58,8,866,84,29,
27148:17,36428,58,70,749,17,302,654,76,616,
27166:17,302,654,76,616,58,8,866,84,29,
27172:986,2204,81,1884,3718,3819,140,1749,29435,31565,
27173:17,302,654,76,616,58,8,866,84,29,
27180:28333,96975,122161,114795,94006,118231,3884,901,302,2414,
27191:30204,89996,17,302,654,76,616,58,8,866,
27195:101565,122260,13896,16697,2318,31754,463,49917,5852,617,
27225:17,302,654,76,616,58,8,866,84,29,
27250:17,302,654,76,616,58,8,866,84,29,
27273:953,17,44577,866,82337,654,58703,13586,25868,4364,
27286:17,302,654,76,616,58,8,866,84,29,
27289:63057,79143,22519,78146,18200,12548,9266,4372,20143,72381,
27292:12041,19634,29294,2950,38315,4202,45333,46849,4819,56269,
27293:17,302,654,76,616,58,8,866,84,29,
27295:17,302,654,76,616,58,8,866,84,29,
27313:17,302,654,76,616,58,8,866,84,29,
27337:21008,59197,55476,25165,41982,51905,46400,78375,41088,91887,
27338:45669,73,17,302,654,76,616,58,8,866,
27341:17,302,654,76,616,58,8,866,84,29,
27373:17,302,654,76,616,58,8,866,84,29,
27381:22511,33432,6491,74565,8465,17,302,654,76,616,
27384:109593,25800,36326,83213,86095,119711,15593,20544,42868,45442,
27404:654,1001,302,70,1187,48,650,17,302,654,
27406:17,302,654,76,616,58,8,866,84,29,
27420:718,1069,1468,1462,14952,9332,20906,12071,104151,16642,
27430:508,3137,2700,92991,2085,1418,17,1410,3730,2162,
27431:17,302,654,76,616,58,8,866,84,29,
27435:17,302,654,76,616,58,8,866,84,29,
27447:9054,86887,98361,39127,4656,74559,8640,2510,40335,4341,
27448:4320,34608,12768,18289,81,294,22710,1884,8283,110870,
27465:17,302,654,76,616,58,8,866,84,29,
27466:1712,17647,1527,34332,371,17,302,654,76,616,
27480:17,302,654,76,616,58,8,866,84,29,
27481:35784,83298,2748,73611,17,302,654,76,616,58,
27503:17,302,654,76,616,58,8,866,84,29,
27505:120518,33223,45975,5726,80736,16881,28511,3250,83173,92129,
27508:8579,1119,8151,1187,17,899,14108,57718,29026,96270,
27510:17,302,654,76,616,58,8,866,84,29,
27514:58674,8443,533,49530,28811,5975,34834,1784,31894,62004,
27539:17,302,654,76,616,58,8,866,84,29,
27540:103720,10548,12690,43688,42520,97297,96683,45073,46837,74617,
27546:76,182,3691,3329,985,2200,4944,46369,53083,70153,
27549:11081,29697,55503,64233,17,302,654,76,616,58,
27551:29741,76,442,45065,45201,4534,47994,4880,496,508,
27579:89600,226,3599,5254,4453,4339,61646,378,6311,7686,
27584:17,302,654,76,616,58,8,866,84,29,
27585:17,302,654,76,616,58,8,866,84,29,
27586:17,302,654,76,616,58,8,866,84,29,
27594:2265,84,17,899,1187,48,1913,2935,361,8,
27595:122447,39659,44267,6408,80776,8935,117771,17,377,4719,
27596:23396,23470,30317,61242,698,79512,83559,116218,119103,17,
27597:17,302,654,76,616,58,8,866,84,29,
27598:17,302,654,76,616,58,8,866,84,29,
27616:17,302,654,76,616,58,8,866,84,29,
27627:17,302,654,76,616,58,8,866,84,29,
27671:17,302,654,76,616,58,8,866,84,29,
27672:17,327,91272,17,302,654,76,616,58,8,
27673:1957,8213,4971,58427,37947,12298,7715,8,78549,378,
27701:17,302,654,76,616,58,8,866,84,29,
27702:698,8,17,302,654,76,616,58,8,866,
27737:17,302,654,76,616,58,8,866,84,29,
27739:654,84,616,65959,2021,2770,30,32000,28473,591,
27760:19403,7728,77221,47176,117831,41760,44512,93729,91313,81994,
27764:40,82607,83154,96798,17,302,654,76,616,58,
27774:17,302,654,76,616,58,8,866,84,29,
27789:986,71237,16879,94058,18331,27490,72296,68549,650,60487,
27794:1847,23071,36484,55367,6329,7280,17,302,654,76,
27798:2162,17,302,654,76,616,58,8,866,84,
27799:108157,1556,31469,35640,50100,102108,2318,2873,509,6774,
27803:53195,54508,17,302,654,76,616,58,8,866,
27837:17,302,654,76,616,58,8,866,84,29,
27863:63893,15710,15484,122328,84141,77519,726,3065,121929,120649,
27897:31295,46724,118856,35846,107060,30455,39911,58982,17,302,
27902:17,302,654,76,616,58,8,866,84,29,
27912:3536,55961,15553,3715,121622,8973,17677,32227,91129,7409,
27923:76705,56693,29335,28416,40825,9652,14820,539,1989,2110,
27929:17,302,654,76,616,58,8,866,84,29,
27931:96917,1254,15237,51444,2548,4275,869,39482,57624,5407,
27932:17,302,654,76,616,58,8,866,84,29,
27933:95858,106629,76,986,71212,5403,46755,44,18435,10039,
27940:110576,55062,17,302,654,76,616,58,8,866,
27958:1175,43848,3,3013,302,35258,354,3582,3841,4254,
